Time,Temperature,Gas,Relative_Humididty,Pressure,Altitude,PM1,PM2.5,PM10
1708128781.6566641,33.914765625,356969,100,698.5282797662979,3029.2371084377414,3,4,4
1708128782.6674893,26.5567578125,41200,37.80700018457066,1008.371439215899,40.696758379660004,3,4,4
1708128783.6782353,26.5817578125,54746,37.749602258076855,1008.3698286374865,40.71022005940737,3,4,4
1708128784.6889443,26.61046875,70891,37.66862103191804,1008.3813443653262,40.61396866143765,3,4,4
1708128785.699871,26.638203125,87236,37.57558785747766,1008.3771202088504,40.64927513805926,3,4,4
1708128786.7119253,26.666328125,102834,37.48264217919964,1008.3841376065644,40.59062217103257,3,4,4
1708128787.7241044,26.6909375,118172,37.395366960074,1008.3818773130163,40.609514169912444,3,4,4
1708128788.73618,26.7126171875,132769,37.319798539692265,1008.3766001251759,40.65362212595918,3,4,4
1708128789.748376,26.7321484375,145978,37.24404053632635,1008.3872632058268,40.564497825314035,3,4,4
1708128790.7604442,26.74953125,158749,37.18005057453245,1008.3838093487166,40.59336581558408,3,4,4
1708128791.7725291,26.7633984375,170627,37.1336523926685,1008.3799204613997,40.62586996633844,3,4,4
1708128792.7844458,26.7704296875,181062,37.11046773294786,1008.3860921068123,40.57428608316455,3,4,4
1708128793.7964377,26.7708203125,188685,37.08660523161047,1008.3902661649591,40.53939859058927,3,4,4
1708128794.8083587,26.7704296875,197796,37.08059012004034,1008.387860347876,40.55950680736367,3,4,4
1708128795.8202949,26.764375,206537,37.14570689830714,1008.38681907231,40.56820997267208,3,4,4
1708128796.8322403,26.764375,213035,37.17559662280125,1008.3832826236917,40.59776828989653,3,4,4
1708128797.844287,26.7626171875,220687,37.25913725260131,1008.3839499691111,40.59219048219595,3,4,4
1708128798.856285,26.763203125,225639,37.34296344003956,1008.3902110003285,40.53985966525355,3,4,4
1708128799.8683815,26.766328125,232599,37.44506201182398,1008.3953116575825,40.497227655575045,3,4,4
1708128800.8804054,26.7708203125,237596,37.601313019762515,1008.3884979226782,40.554177848012834,2,3,3
1708128801.892342,26.77609375,242103,37.751801698516225,1008.3935686782819,40.5117957017187,2,3,3
1708128802.9041328,26.7841015625,249007,37.848673886389186,1008.3995658487097,40.46167066220449,2,3,4
1708128803.9148705,26.792890625,253575,37.909645362693674,1008.3926915920088,40.51912650980094,3,4,5
1708128804.9255214,26.803828125,258312,37.958848881033234,1008.38755499354,40.56205901214566,3,4,5
1708128805.9362583,26.8161328125,262191,38.020234174592595,1008.3758072344294,40.6602493062846,3,5,5
1708128806.9470253,26.8266796875,266187,38.07544810777057,1008.3717998984898,40.69374369273414,3,5,5
1708128807.957974,26.828828125,272528,38.129802105902115,1008.3664642663834,40.73834050138575,3,5,5
1708128808.9700124,26.8253125,273877,38.07530485823406,1008.3642634010962,40.756736047239485,3,5,6
1708128809.9820042,26.824140625,276387,38.05113096098031,1008.3694243972085,40.71359881918613,3,5,6
1708128810.9939494,26.818671875,282746,38.080622375932094,1008.3764144501095,40.655174044495325,3,5,6
1708128812.0056114,26.802265625,287648,38.04282851665947,1008.3814681414822,40.612934113510775,2,5,5
1708128813.017696,26.782734375,291182,37.96265330715748,1008.3814198732903,40.61333754950423,2,5,5
1708128814.0297105,26.7473828125,293241,37.850851038689896,1008.3696935533162,40.711349132724926,2,5,5
1708128815.0418687,26.702265625,291951,37.72612782211141,1008.3685437101725,40.72095986565902,2,5,5
1708128816.0539389,26.664375,291951,37.60826446792905,1008.3703416548675,40.70593211000966,2,5,5
1708128817.0659456,26.6321484375,292724,37.45515784363583,1008.370772072875,40.70233455171475,1,4,4
1708128818.0780466,26.6028515625,291951,37.338412507768,1008.3636060386443,40.762230502111,1,4,4
1708128819.0901875,26.563984375,293501,37.214804499657916,1008.3408130577949,40.95274364059665,1,4,4
1708128820.1021879,26.5258984375,295067,37.14515641128418,1008.3157563726932,41.162181776864124,2,5,5
1708128821.114162,26.4841015625,296384,37.10503199536505,1008.279335396747,41.466616684491136,2,5,5
1708128822.1262202,26.443671875,299596,37.10089556185251,1008.2398414224725,41.79674817044821,2,5,5
1708128823.138177,26.40578125,299596,37.14480447488035,1008.208024877413,42.062711377686256,2,5,5
1708128824.1505907,26.37140625,301501,37.16518208565393,1008.1837125458173,42.26594939160483,2,5,5
1708128825.162667,26.34015625,303432,37.17393157860203,1008.1662666712476,42.41178996394211,2,5,5
1708128826.1747527,26.30109375,306515,37.16395957468919,1008.1431303615125,42.6052034628687,2,5,5
1708128827.1868782,26.2610546875,308510,37.13000078405518,1008.0971936530607,42.98923298474071,2,5,5
1708128828.1988945,26.2145703125,311698,37.10733747835143,1008.0477989307075,43.40218721003335,2,5,5
1708128829.2108972,26.1653515625,314654,37.08440313636234,1007.9992368848511,43.808195990512075,2,5,5
1708128830.222929,26.123359375,318887,37.06818220134498,1007.9589378975048,44.145132509062606,2,4,4
1708128831.235019,26.07765625,320737,37.07545888105092,1007.9231750386957,44.444151965048555,2,4,4
1708128832.2469802,26.034296875,321670,37.06507197107905,1007.8965334435463,44.66691253952869,2,4,4
1708128833.2589593,25.993671875,321982,37.07286756338313,1007.8690537079441,44.89668612222798,2,4,4
1708128834.2709908,25.9481640625,326096,37.080166207815346,1007.8424266552145,45.11933478106825,2,4,4
1708128835.282969,25.898359375,327383,37.110897271022175,1007.7946510066885,45.51883457191047,2,4,4
1708128836.2949848,25.8508984375,330975,37.14186994066588,1007.7612930216333,45.79778300731324,2,3,3
1708128837.306955,25.8020703125,335663,37.1786754870172,1007.7380560596101,45.992101146225885,2,3,3
