Time,Latitude,Longitude,counts
1712991266.01,0,0,86873.0
1712991268.03,0,0,42.0
1712991270.0,0,0,47.0
1712991271.97,0,0,47.0
1712991274.03,0,0,37.5
1712991276.0,0,0,46.0
1712991278.01,0,0,37.5
1712991280.0,0,0,31.5
1712991281.97,0,0,31.5
1712991283.99,0,0,43.5
1712991286.0,0,0,49.0
1712991288.0,0,0,46.5
1712991289.99,0,0,46.5
1712991292.0,0,0,38.5
1712991294.0,0,0,43.0
1712991296.0,0,0,39.0
1712991298.0,0,0,43.0
1712991299.98,0,0,43.0
1712991302.0,0,0,42.5
1712991304.0,0,0,41.0
1712991306.0,0,0,37.5
1712991308.0,0,0,37.0
1712991309.97,0,0,37.0
1712991312.0,0,0,28.0
1712991314.0,0,0,35.5
1712991316.03,0,0,37.5
1712991317.98,0,0,37.5
1712991320.0,0,0,37.0
1712991321.99,0,0,36.0
1712991324.0,0,0,39.0
1712991326.0,0,0,37.5
1712991327.99,0,0,37.5
1712991330.0,0,0,39.5
1712991332.0,0,0,35.5
1712991334.01,0,0,41.0
1712991336.0,0,0,37.0
1712991337.97,0,0,37.0
1712991340.0,0,0,33.5
1712991342.0,0,0,41.5
1712991344.02,0,0,32.5
1712991345.97,0,0,32.5
1712991348.0,0,0,39.5
1712991350.0,0,0,35.0
1712991352.0,0,0,34.5
1712991354.01,0,0,34.0
1712991355.97,0,0,34.0
1712991358.0,0,0,42.5
1712991360.0,0,0,39.5
1712991361.99,0,0,33.5
1712991364.01,0,0,24.0
1712991365.97,0,0,24.0
1712991368.0,0,0,38.0
1712991370.0,0,0,38.5
1712991371.99,0,0,30.0
1712991373.97,0,0,30.0
1712991376.0,0,0,38.0
1712991377.99,0,0,33.5
1712991380.0,0,0,33.0
1712991381.99,0,0,38.0
1712991383.97,0,0,38.0
1712991386.0,0,0,44.0
1712991388.0,0,0,39.0
1712991390.0,0,0,41.0
1712991391.98,0,0,41.0
1712991394.0,0,0,32.0
1712991396.0,0,0,31.5
1712991398.0,0,0,36.0
1712991400.0,0,0,36.0
1712991401.98,0,0,36.0
1712991404.0,0,0,39.5
1712991406.0,0,0,31.0
1712991408.0,0,0,44.5
1712991410.0,0,0,33.5
1712991411.99,0,0,33.5
1712991414.0,0,0,33.5
1712991416.0,0,0,41.0
1712991418.0,0,0,42.5
1712991419.98,0,0,42.5
1712991422.0,0,0,40.5
1712991424.0,0,0,30.5
1712991426.0,0,0,29.0
1712991428.0,0,0,39.5
1712991429.97,0,0,39.5
1712991432.0,0,0,33.0
1712991434.0,0,0,42.0
1712991436.0,0,0,33.0
1712991438.0,0,0,30.5
1712991439.97,0,0,30.5
1712991442.0,0,0,35.0
1712991444.0,0,0,37.0
1712991446.0,0,0,36.5
1712991447.97,0,0,36.5
1712991450.0,0,0,29.5
1712991452.0,0,0,34.0
1712991454.0,0,0,37.0
1712991456.0,0,0,40.0
1712991457.97,0,0,40.0
1712991460.0,0,0,27.5
1712991462.0,0,0,33.0
1712991464.0,0,0,39.5
1712991466.0,0,0,42.0
1712991467.97,0,0,42.0
1712991470.0,0,0,38.5
1712991472.0,0,0,38.0
1712991474.0,0,0,39.0
1712991475.97,0,0,39.0
1712991478.0,0,0,35.5
1712991480.0,0,0,39.0
1712991482.0,0,0,29.0
1712991484.0,0,0,31.5
1712991485.97,0,0,31.5
1712991488.0,0,0,39.5
1712991490.0,0,0,31.0
1712991492.0,0,0,37.0
1712991493.98,0,0,37.0
1712991496.0,0,0,30.5
1712991498.0,0,0,40.5
1712991500.0,0,0,39.0
1712991502.0,0,0,40.5
1712991503.97,0,0,40.5
1712991506.0,0,0,37.5
1712991508.0,0,0,45.5
1712991509.99,0,0,35.5
1712991512.0,0,0,33.0
1712991513.98,0,0,33.0
1712991516.0,0,0,31.5
1712991517.99,0,0,38.5
1712991520.0,0,0,40.5
1712991521.98,0,0,40.5
1712991524.0,0,0,37.5
1712991526.0,0,0,29.0
1712991528.0,0,0,37.0
1712991530.0,0,0,28.0
1712991531.97,0,0,28.0
1712991534.0,0,0,33.0
1712991536.0,0,0,34.5
1712991538.0,0,0,42.5
1712991540.0,0,0,37.0
1712991541.97,0,0,37.0
1712991544.0,0,0,34.5
1712991546.0,0,0,32.5
1712991547.99,0,0,38.5
1712991549.98,0,0,38.5
1712991552.0,0,0,44.5
1712991554.0,0,0,46.0
1712991556.01,0,0,37.0
1712991558.0,0,0,44.0
1712991559.98,0,0,44.0
1712991562.0,0,0,31.0
1712991564.0,0,0,43.5
1712991566.0,0,0,38.0
1712991568.0,0,0,38.5
1712991569.97,0,0,38.5
1712991572.0,0,0,41.5
1712991574.0,0,0,36.0
1712991576.0,0,0,35.0
1712991577.97,0,0,35.0
1712991580.0,0,0,31.5
1712991582.0,0,0,29.0
1712991584.0,0,0,37.0
1712991586.0,0,0,34.0
1712991587.97,0,0,34.0
1712991590.0,0,0,35.5
1712991592.0,0,0,45.0
1712991594.0,0,0,38.5
1712991595.97,0,0,38.5
1712991598.0,0,0,31.5
1712991600.0,0,0,32.5
1712991602.0,0,0,36.5
1712991604.0,0,0,40.5
1712991605.97,0,0,40.5
1712991608.0,0,0,40.0
1712991610.0,0,0,39.5
1712991612.0,0,0,37.0
