Timestamp,Counts
6,1711150307.3182113
15,1711150317.3284955
24,1711150327.3387702
28,1711150337.3490443
38,1711150347.359264
44,1711150357.3695078
51,1711150367.3797727
54,1711150377.3900504
61,1711150387.400332
65,1711150397.4105964
67,1711150407.4208581
70,1711150417.4310942
