Timestamp,Counts
4,1711150634.626325
10,1711150644.636591
12,1711150654.646862
14,1711150664.6571784
16,1711150674.6654522
20,1711150684.669295
24,1711150694.679496
29,1711150704.6897583
30,1711150714.7000356
33,1711150724.7092533
33,1711150734.7172616
36,1711150744.71982
